example_id                                                               | status  | run_time        |
./spec/controllers/audits_controller_spec.rb[1:5:3:1]                    | passed  | 0.22276 seconds |
./spec/controllers/audits_controller_spec.rb[1:5:3:2]                    | passed  | 0.26325 seconds |
./spec/controllers/audits_controller_spec.rb[1:6:1:1]                    | passed  | 0.26829 seconds |
./spec/controllers/audits_controller_spec.rb[1:6:1:2]                    | passed  | 0.25266 seconds |
./spec/controllers/audits_controller_spec.rb[1:6:1:3]                    | passed  | 0.28428 seconds |
./spec/controllers/audits_controller_spec.rb[1:6:1:4]                    | passed  | 0.26994 seconds |
./spec/controllers/audits_controller_spec.rb[1:6:1:5]                    | passed  | 0.30008 seconds |
./spec/controllers/audits_controller_spec.rb[1:6:2:1]                    | passed  | 0.28038 seconds |
./spec/controllers/audits_controller_spec.rb[1:6:2:2]                    | passed  | 0.3322 seconds  |
./spec/controllers/audits_controller_spec.rb[1:7:1]                      | passed  | 0.34844 seconds |
./spec/controllers/audits_controller_spec.rb[1:7:2]                      | passed  | 0.58617 seconds |
./spec/controllers/audits_controller_spec.rb[1:7:3]                      | passed  | 0.51079 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:1:1]             | passed  | 0.11417 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:1:2]             | passed  | 0.11379 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:1:3]             | passed  | 0.11363 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:1:4]             | passed  | 0.11814 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:1:5]             | passed  | 0.20887 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:2:1]             | passed  | 0.06235 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:2:2]             | passed  | 0.06386 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:3:1]             | passed  | 0.0221 seconds  |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:3:2]             | passed  | 0.02298 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:4:1]             | passed  | 0.1319 seconds  |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:4:2]             | passed  | 0.11817 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:4:3]             | passed  | 0.13366 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:4:4]             | passed  | 0.13876 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:1:4:5]             | passed  | 0.206 seconds   |
./spec/controllers/bait_loadings_controller_spec.rb[1:2:1:1]             | passed  | 0.15711 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:2:1:2]             | passed  | 0.14432 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:2:1:3]             | passed  | 0.13096 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:2:1:4]             | passed  | 0.13978 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:2:1:5]             | passed  | 0.12705 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:2:1:6]             | passed  | 0.14553 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:2:2:1]             | passed  | 0.09949 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:2:2:2]             | passed  | 0.07859 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:2:3:1]             | passed  | 0.04317 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:2:3:2]             | passed  | 0.04088 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:3:1:1]             | passed  | 0.10649 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:3:1:2]             | passed  | 0.11593 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:3:1:3]             | passed  | 0.10548 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:3:1:4]             | passed  | 0.15065 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:3:1:5]             | passed  | 0.14448 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:3:2:1]             | passed  | 0.05792 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:3:2:2]             | passed  | 0.05804 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:3:3:1]             | passed  | 0.01869 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:3:3:2]             | passed  | 0.02356 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:4:1:1]             | passed  | 0.14324 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:4:1:2]             | passed  | 0.13297 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:4:1:3]             | passed  | 0.15115 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:4:1:4]             | passed  | 0.1378 seconds  |
./spec/controllers/bait_loadings_controller_spec.rb[1:4:1:5]             | passed  | 0.12857 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:4:2:1]             | passed  | 0.11847 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:4:2:2]             | passed  | 0.11821 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:4:3:1]             | passed  | 0.0468 seconds  |
./spec/controllers/bait_loadings_controller_spec.rb[1:4:3:2]             | passed  | 0.04632 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:5:1:1]             | passed  | 0.26131 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:5:1:2]             | passed  | 0.14354 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:5:1:3]             | passed  | 0.15318 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:5:1:4]             | passed  | 0.15214 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:5:1:5]             | passed  | 0.15065 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:5:2:1]             | passed  | 0.14902 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:5:2:2]             | passed  | 0.171 seconds   |
./spec/controllers/bait_loadings_controller_spec.rb[1:6:1:1]             | passed  | 0.15914 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:6:1:2]             | passed  | 0.15455 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:6:1:3]             | passed  | 0.15604 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:6:1:4]             | passed  | 0.17688 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:6:1:5]             | passed  | 0.22535 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:6:2:1]             | passed  | 0.16889 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:6:2:2]             | passed  | 0.14421 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:7:1]               | passed  | 0.21588 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:7:2]               | passed  | 0.16216 seconds |
./spec/controllers/bait_loadings_controller_spec.rb[1:7:3]               | passed  | 0.17478 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:1:1]  | passed  | 0.21869 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:1:2]  | passed  | 0.25117 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:1:3]  | passed  | 0.20381 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:1:4]  | passed  | 0.21127 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:1:5]  | passed  | 0.21318 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:2:1]  | passed  | 0.22471 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:2:2]  | passed  | 0.3101 seconds  |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:2:3]  | passed  | 0.26502 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:2:4]  | passed  | 0.2164 seconds  |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:2:5]  | passed  | 0.29424 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:3:1]  | passed  | 0.23546 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:3:2]  | passed  | 0.23571 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:3:3]  | passed  | 0.21386 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:3:4]  | passed  | 0.23545 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:3:5]  | passed  | 0.22128 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:4:1]  | passed  | 0.18252 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:4:2]  | passed  | 0.15569 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:5:1]  | passed  | 0.12243 seconds |
./spec/controllers/charts/bait_efficiencies_controller_spec.rb[1:1:5:2]  | passed  | 0.17401 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:1:1] | passed  | 0.1942 seconds  |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:1:2] | passed  | 0.20002 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:1:3] | passed  | 0.18803 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:1:4] | passed  | 0.19031 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:1:5] | passed  | 0.20724 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:2:1] | passed  | 0.19791 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:2:2] | passed  | 0.18227 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:2:3] | passed  | 0.19108 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:2:4] | passed  | 0.18976 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:2:5] | passed  | 0.19475 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:3:1] | passed  | 0.21563 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:3:2] | passed  | 0.17967 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:3:3] | passed  | 0.28665 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:3:4] | passed  | 0.24125 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:3:5] | passed  | 0.2222 seconds  |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:4:1] | passed  | 0.17255 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:4:2] | passed  | 0.17505 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:5:1] | passed  | 0.10132 seconds |
./spec/controllers/charts/catch_compositions_controller_spec.rb[1:1:5:2] | passed  | 0.11006 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:1:1]              | passed  | 0.1781 seconds  |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:1:2]              | passed  | 0.17566 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:1:3]              | passed  | 0.20304 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:1:4]              | passed  | 0.19777 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:1:5]              | passed  | 0.19331 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:2:1]              | passed  | 0.2028 seconds  |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:2:2]              | passed  | 0.2179 seconds  |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:2:3]              | passed  | 0.17305 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:2:4]              | passed  | 0.24256 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:2:5]              | passed  | 0.20729 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:3:1]              | passed  | 0.18788 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:3:2]              | passed  | 0.17457 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:3:3]              | passed  | 0.18751 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:3:4]              | passed  | 0.20054 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:3:5]              | passed  | 0.19188 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:4:1]              | passed  | 0.12126 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:4:2]              | passed  | 0.12402 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:5:1]              | passed  | 0.10893 seconds |
./spec/controllers/charts/cpues_controller_spec.rb[1:1:5:2]              | passed  | 0.10235 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:1:1]  | passed  | 0.40178 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:1:2]  | passed  | 0.21194 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:1:3]  | passed  | 0.22488 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:1:4]  | passed  | 0.85606 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:1:5]  | passed  | 0.20081 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:2:1]  | passed  | 0.17343 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:2:2]  | passed  | 0.19836 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:2:3]  | passed  | 0.19422 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:2:4]  | passed  | 0.20273 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:2:5]  | passed  | 0.23389 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:3:1]  | passed  | 0.19959 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:3:2]  | passed  | 0.21471 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:3:3]  | passed  | 0.20508 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:3:4]  | passed  | 0.2107 seconds  |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:3:5]  | passed  | 0.24755 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:4:1]  | passed  | 0.13914 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:4:2]  | passed  | 0.16925 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:5:1]  | passed  | 0.09432 seconds |
./spec/controllers/charts/fuel_utilizations_controller_spec.rb[1:1:5:2]  | passed  | 0.07996 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:1:1]        | passed  | 0.23097 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:1:2]        | passed  | 0.25753 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:1:3]        | passed  | 0.28057 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:1:4]        | passed  | 0.20929 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:1:5]        | passed  | 0.23023 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:2:1]        | passed  | 0.24958 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:2:2]        | passed  | 0.23453 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:2:3]        | passed  | 0.33614 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:2:4]        | passed  | 0.32382 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:2:5]        | passed  | 0.26604 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:3:1]        | passed  | 0.16938 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:3:2]        | passed  | 0.23831 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:3:3]        | passed  | 0.19645 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:3:4]        | passed  | 0.34639 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:3:5]        | passed  | 0.28984 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:4:1]        | passed  | 0.13331 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:4:2]        | passed  | 0.15177 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:5:1]        | passed  | 0.16993 seconds |
./spec/controllers/charts/productions_controller_spec.rb[1:1:5:2]        | passed  | 0.15584 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:1:1]                 | passed  | 0.09693 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:1:2]                 | passed  | 0.10222 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:1:3]                 | passed  | 0.07842 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:1:4]                 | passed  | 0.08974 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:1:5]                 | passed  | 0.08771 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:2:1]                 | passed  | 0.04972 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:2:2]                 | passed  | 0.02879 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:2:3]                 | passed  | 0.04458 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:2:4]                 | passed  | 0.02834 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:2:5]                 | passed  | 0.06221 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:3:1]                 | passed  | 0.02334 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:3:2]                 | passed  | 0.02636 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:3:3]                 | passed  | 0.07662 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:3:4]                 | passed  | 0.02675 seconds |
./spec/controllers/companies_controller_spec.rb[1:1:3:5]                 | passed  | 0.04478 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:1:1]                 | passed  | 0.0632 seconds  |
./spec/controllers/companies_controller_spec.rb[1:2:1:2]                 | passed  | 0.08733 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:1:3]                 | passed  | 0.12225 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:1:4]                 | passed  | 0.06887 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:1:5]                 | passed  | 0.07689 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:1:6]                 | passed  | 0.09399 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:2:1]                 | passed  | 0.03758 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:2:2]                 | passed  | 0.03538 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:2:3]                 | passed  | 0.04412 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:2:4]                 | passed  | 0.04189 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:2:5]                 | passed  | 0.03707 seconds |
./spec/controllers/companies_controller_spec.rb[1:2:2:6]                 | passed  | 0.08745 seconds |
./spec/controllers/companies_controller_spec.rb[1:3:1:1]                 | passed  | 0.12151 seconds |
./spec/controllers/companies_controller_spec.rb[1:3:1:2]                 | passed  | 0.12119 seconds |
./spec/controllers/companies_controller_spec.rb[1:3:1:3]                 | passed  | 0.10432 seconds |
./spec/controllers/companies_controller_spec.rb[1:3:1:4]                 | passed  | 0.15145 seconds |
./spec/controllers/companies_controller_spec.rb[1:3:1:5]                 | passed  | 0.11196 seconds |
./spec/controllers/companies_controller_spec.rb[1:3:2:1]                 | passed  | 0.11426 seconds |
./spec/controllers/companies_controller_spec.rb[1:3:2:2]                 | passed  | 0.12119 seconds |
./spec/controllers/companies_controller_spec.rb[1:3:3:1]                 | passed  | 0.0229 seconds  |
./spec/controllers/companies_controller_spec.rb[1:3:3:2]                 | passed  | 0.03033 seconds |
./spec/controllers/companies_controller_spec.rb[1:4:1:1]                 | passed  | 0.12726 seconds |
./spec/controllers/companies_controller_spec.rb[1:4:1:2]                 | passed  | 0.23676 seconds |
./spec/controllers/companies_controller_spec.rb[1:4:1:3]                 | passed  | 0.1225 seconds  |
./spec/controllers/companies_controller_spec.rb[1:4:1:4]                 | passed  | 0.31067 seconds |
./spec/controllers/companies_controller_spec.rb[1:4:1:5]                 | passed  | 0.12228 seconds |
./spec/controllers/companies_controller_spec.rb[1:4:2:1]                 | passed  | 0.12826 seconds |
./spec/controllers/companies_controller_spec.rb[1:4:2:2]                 | passed  | 0.11311 seconds |
./spec/controllers/companies_controller_spec.rb[1:4:3:1]                 | passed  | 0.02783 seconds |
./spec/controllers/companies_controller_spec.rb[1:4:3:2]                 | passed  | 0.02809 seconds |
./spec/controllers/companies_controller_spec.rb[1:5:1:1]                 | passed  | 0.16069 seconds |
./spec/controllers/companies_controller_spec.rb[1:5:1:2]                 | passed  | 0.13403 seconds |
./spec/controllers/companies_controller_spec.rb[1:5:1:3]                 | passed  | 0.12942 seconds |
./spec/controllers/companies_controller_spec.rb[1:5:1:4]                 | passed  | 0.16205 seconds |
./spec/controllers/companies_controller_spec.rb[1:5:1:5]                 | passed  | 0.128 seconds   |
./spec/controllers/companies_controller_spec.rb[1:5:2:1]                 | passed  | 0.15761 seconds |
./spec/controllers/companies_controller_spec.rb[1:5:2:2]                 | passed  | 0.15107 seconds |
./spec/controllers/companies_controller_spec.rb[1:6:1:1]                 | passed  | 0.15175 seconds |
./spec/controllers/companies_controller_spec.rb[1:6:1:2]                 | passed  | 0.17112 seconds |
./spec/controllers/companies_controller_spec.rb[1:6:1:3]                 | passed  | 0.14615 seconds |
./spec/controllers/companies_controller_spec.rb[1:6:1:4]                 | passed  | 0.16451 seconds |
./spec/controllers/companies_controller_spec.rb[1:6:1:5]                 | passed  | 0.18185 seconds |
./spec/controllers/companies_controller_spec.rb[1:6:2:1]                 | passed  | 0.14308 seconds |
./spec/controllers/companies_controller_spec.rb[1:6:2:2]                 | passed  | 0.13429 seconds |
./spec/controllers/companies_controller_spec.rb[1:7:1]                   | passed  | 0.17509 seconds |
./spec/controllers/companies_controller_spec.rb[1:7:2]                   | passed  | 0.14124 seconds |
./spec/controllers/companies_controller_spec.rb[1:7:3]                   | passed  | 0.13292 seconds |
./spec/controllers/documents_controller_spec.rb[1:1:1:1]                 | passed  | 0.17093 seconds |
./spec/controllers/documents_controller_spec.rb[1:1:1:2]                 | passed  | 0.14977 seconds |
./spec/controllers/documents_controller_spec.rb[1:1:1:3]                 | passed  | 0.13114 seconds |
./spec/controllers/documents_controller_spec.rb[1:1:1:4]                 | passed  | 0.14387 seconds |
./spec/controllers/documents_controller_spec.rb[1:1:1:5]                 | passed  | 0.16761 seconds |
./spec/controllers/documents_controller_spec.rb[1:1:2:1]                 | passed  | 0.06925 seconds |
./spec/controllers/documents_controller_spec.rb[1:1:2:2]                 | passed  | 0.06564 seconds |
./spec/controllers/documents_controller_spec.rb[1:1:3:1]                 | passed  | 0.02155 seconds |
./spec/controllers/documents_controller_spec.rb[1:1:3:2]                 | passed  | 0.03565 seconds |
./spec/controllers/documents_controller_spec.rb[1:2:1:1]                 | passed  | 0.1473 seconds  |
./spec/controllers/documents_controller_spec.rb[1:2:1:2]                 | passed  | 0.1504 seconds  |
./spec/controllers/documents_controller_spec.rb[1:2:1:3]                 | passed  | 0.1498 seconds  |
./spec/controllers/documents_controller_spec.rb[1:2:1:4]                 | passed  | 0.17205 seconds |
./spec/controllers/documents_controller_spec.rb[1:2:1:5]                 | passed  | 0.17042 seconds |
./spec/controllers/documents_controller_spec.rb[1:2:1:6]                 | passed  | 0.14308 seconds |
./spec/controllers/documents_controller_spec.rb[1:2:2:1]                 | passed  | 0.09326 seconds |
./spec/controllers/documents_controller_spec.rb[1:2:2:2]                 | passed  | 0.08595 seconds |
./spec/controllers/documents_controller_spec.rb[1:2:3:1]                 | passed  | 0.0388 seconds  |
./spec/controllers/documents_controller_spec.rb[1:2:3:2]                 | passed  | 0.04493 seconds |
./spec/controllers/documents_controller_spec.rb[1:3:1:1]                 | passed  | 0.1212 seconds  |
./spec/controllers/documents_controller_spec.rb[1:3:1:2]                 | passed  | 0.16859 seconds |
./spec/controllers/documents_controller_spec.rb[1:3:1:3]                 | passed  | 0.11148 seconds |
